,title_without_year,year,main_genre,MPAA-Rating,Runtime,Distributor,Budget_$,Domestic_$,International_$,total_revenue_$,imdb_rating
553,London Has Fallen ,2016,Thriller,R,99,Focus Features,"$60,000,000","$62,524,260","$143,230,187","$205,754,447",5.9
554,The Break-Up ,2006,Romance,PG-13,106,Universal Pictures,"$52,000,000","$118,703,275","$86,964,935","$205,668,210",5.8
555,White House Down ,2013,Drama,PG-13,131,Sony Pictures Entertainment (SPE),"$150,000,000","$73,103,784","$132,262,953","$205,366,737",6.3
556,The Ugly Truth ,2009,Romance,R,96,Sony Pictures Entertainment (SPE),"$38,000,000","$88,915,214","$116,383,693","$205,298,907",6.4
557,A Dog's Purpose ,2017,Fantasy,PG,100,Universal Pictures,"$22,000,000","$64,508,620","$140,527,199","$205,035,819",7.2
558,Fun with Dick and Jane ,2005,Comedy,PG-13,90,Sony Pictures Entertainment (SPE),"$100,000,000","$110,332,737","$94,349,162","$204,681,899",6.2
559,Eat Pray Love ,2010,Drama,PG-13,133,Sony Pictures Entertainment (SPE),"$60,000,000","$80,574,010","$124,020,006","$204,594,016",5.8
560,You Don't Mess with the Zohan ,2008,Comedy,PG-13,113,Sony Pictures Entertainment (SPE),"$90,000,000","$100,018,837","$104,294,563","$204,313,400",5.6
561,King Arthur ,2004,War,PG-13,126,Walt Disney Studios Motion Pictures,"$120,000,000","$51,882,244","$151,685,613","$203,567,857",6.3
562,Yogi Bear ,2010,Comedy,PG,81,Warner Bros.,"$80,000,000","$100,246,011","$103,263,363","$203,509,374",4.6
563,Everest ,2015,Action,PG-13,121,Universal Pictures,"$55,000,000","$43,482,270","$159,945,314","$203,427,584",7.1
564,Vanilla Sky ,2001,Mystery,R,136,Paramount Pictures,"$68,000,000","$100,618,344","$102,769,997","$203,388,341",6.9
565,Arrival ,2016,Drama,PG-13,116,Paramount Pictures,"$47,000,000","$100,546,139","$102,842,047","$203,388,186",7.9
566,Need for Speed ,2014,Action,PG-13,132,Walt Disney Studios Motion Pictures,"$66,000,000","$43,577,636","$159,700,000","$203,277,636",6.4
567,Garfield ,2004,Family,PG,80,Twentieth Century Fox,"$50,000,000","$75,369,589","$127,802,828","$203,172,417",8.5
568,The Addams Family ,2019,Animation,PG,86,United Artists Releasing,"$24,000,000","$100,044,905","$103,000,000","$203,044,905",6.9
569,Straight Outta Compton ,2015,Music,R,147,Universal Pictures,"$28,000,000","$161,197,785","$40,437,206","$201,634,991",7.8
570,21 Jump Street ,2012,Action,R,109,Sony Pictures Entertainment (SPE),"$42,000,000","$138,447,667","$63,137,661","$201,585,328",7.2
571,Valkyrie ,2008,History,PG-13,121,United Artists,"$75,000,000","$83,077,833","$118,467,684","$201,545,517",7.1
572,Open Season ,2006,Adventure,PG,86,Sony Pictures Entertainment (SPE),"$85,000,000","$85,105,259","$115,706,430","$200,811,689",6.1
573,Cats & Dogs ,2001,Fantasy,PG,87,Warner Bros.,"$60,000,000","$93,385,515","$107,301,977","$200,687,492",5.1
574,Percy Jackson: Sea of Monsters ,2013,Adventure,PG,106,Twentieth Century Fox,"$90,000,000","$68,559,554","$131,290,761","$199,850,315",5.7
575,Two Weeks Notice ,2002,Comedy,PG-13,101,Warner Bros.,"$60,000,000","$93,354,851","$105,688,391","$199,043,242",6.1
576,RED ,2010,Crime,PG-13,111,Summit Entertainment,"$58,000,000","$90,380,162","$108,626,225","$199,006,387",7.0
577,The Pacifier ,2005,Comedy,PG,95,Walt Disney Studios Motion Pictures,"$56,000,000","$113,086,868","$85,550,000","$198,636,868",5.6
578,Total Recall ,2012,Sci-Fi,PG-13,118,Sony Pictures Entertainment (SPE),"$125,000,000","$58,877,969","$139,589,199","$198,467,168",7.5
579,50 First Dates ,2004,Comedy,PG-13,99,Sony Pictures Entertainment (SPE),"$75,000,000","$120,908,074","$77,505,354","$198,413,428",6.8
580,Christopher Robin ,2018,Adventure,PG,104,Walt Disney Studios Motion Pictures,"$75,000,000","$99,215,042","$98,529,335","$197,744,377",7.2
581,Jack the Giant Slayer ,2013,Family,PG-13,114,Warner Bros.,"$195,000,000","$65,187,603","$132,500,000","$197,687,603",6.3
582,Smurfs: The Lost Village ,2017,Animation,PG,90,Sony Pictures Entertainment (SPE),"$60,000,000","$45,020,282","$152,163,264","$197,183,546",6.0
583,Spy Kids 3-D: Game Over ,2003,Adventure,PG,84,Dimension Films,"$38,000,000","$111,761,982","$85,250,000","$197,011,982",
584,The Other Woman ,2014,Romance,PG-13,109,Twentieth Century Fox,"$40,000,000","$83,911,193","$112,799,203","$196,710,396",6.0
585,Panic Room ,2002,Thriller,R,112,Sony Pictures Entertainment (SPE),"$48,000,000","$96,397,334","$100,000,081","$196,397,415",6.8
586,Beowulf ,2007,Adventure,PG-13,115,Paramount Pictures,"$150,000,000","$82,280,579","$114,113,166","$196,393,745",6.3
587,The Vow ,2012,Romance,PG-13,104,Screen Gems,"$30,000,000","$125,014,030","$71,100,540","$196,114,570",6.8
588,Anger Management ,2003,Comedy,PG-13,106,Revolution Studios,"$75,000,000","$135,645,823","$60,100,000","$195,745,823",6.2
589,Tropic Thunder ,2008,Action,R,107,DreamWorks,"$92,000,000","$110,515,313","$85,187,498","$195,702,811",7.1
590,The BFG ,2016,Fantasy,PG,117,Walt Disney Studios Motion Pictures,"$140,000,000","$55,483,770","$139,759,641","$195,243,411",6.3
591,Rocketman ,2019,Music,R,121,Paramount Pictures,"$40,000,000","$96,368,160","$98,811,139","$195,179,299",7.3
592,The Intern ,2015,Comedy,PG-13,121,Warner Bros.,"$35,000,000","$75,764,672","$118,800,000","$194,564,672",7.1
593,Wallace & Gromit: The Curse of the Were-Rabbit ,2005,Adventure,,85,DreamWorks Distribution,"$30,000,000","$56,110,897","$138,000,274","$194,111,171",7.5
594,The Sum of All Fears ,2002,Action,PG-13,124,Paramount Pictures,"$68,000,000","$118,907,036","$75,014,336","$193,921,372",6.4
595,Downton Abbey ,2019,Romance,PG,122,Focus Features,"$13,000,000","$96,854,135","$96,966,620","$193,820,755",8.7
596,Gangs of New York ,2002,Crime,R,167,Miramax,"$100,000,000","$77,812,000","$115,960,504","$193,772,504",7.5
597,Paranormal Activity ,2009,Horror,R,86,Paramount Pictures,"$15,000","$107,918,810","$85,436,990","$193,355,800",6.3
598,The Equalizer ,2014,Thriller,R,132,Sony Pictures Entertainment (SPE),"$55,000,000","$101,530,738","$90,800,000","$192,330,738",7.2
599,The Lego Movie 2: The Second Part ,2019,Fantasy,PG,107,Warner Bros.,"$99,000,000","$105,806,508","$86,500,000","$192,306,508",6.5
600,The Longest Yard ,2005,Comedy,PG-13,113,Paramount Pictures,"$82,000,000","$158,119,460","$33,347,096","$191,466,556",6.4
601,The Equalizer 2 ,2018,Crime,R,121,Sony Pictures Entertainment (SPE),"$62,000,000","$102,084,362","$88,315,795","$190,400,157",6.7
602,Hollow Man ,2000,Action,R,112,Sony Pictures Entertainment (SPE),"$95,000,000","$73,209,340","$117,004,115","$190,213,455",5.8
603,Cheaper by the Dozen ,2003,Comedy,PG,98,Twentieth Century Fox,"$40,000,000","$138,614,544","$51,597,569","$190,212,113",5.9
604,The Secret Life of Walter Mitty ,2013,Adventure,PG,114,Twentieth Century Fox,"$90,000,000","$58,236,838","$129,896,484","$188,133,322",7.3
605,12 Years a Slave ,2013,History,R,134,Fox Searchlight Pictures,"$20,000,000","$56,671,993","$131,061,209","$187,733,202",8.1
606,Mr. Popper's Penguins ,2011,Family,PG,94,Twentieth Century Fox,"$55,000,000","$68,224,452","$119,137,302","$187,361,754",6.0
607,The Grudge ,2004,Thriller,PG-13,91,Sony Pictures Entertainment (SPE),"$10,000,000","$110,359,362","$76,921,753","$187,281,115",5.9
608,I Now Pronounce You Chuck & Larry ,2007,Comedy,PG-13,115,Universal Pictures,"$85,000,000","$120,059,556","$67,074,561","$187,134,117",5.9
609,Walk the Line ,2005,Romance,PG-13,136,Twentieth Century Fox,"$28,000,000","$119,519,402","$67,278,584","$186,797,986",7.8
610,The Final Destination ,2009,Horror,R,82,Warner Bros.,"$40,000,000","$66,477,700","$119,689,439","$186,167,139",5.1
611,Atlantis: The Lost Empire ,2001,Sci-Fi,PG,95,Walt Disney Studios Motion Pictures,"$120,000,000","$84,056,472","$101,997,253","$186,053,725",6.9
612,Inside Man ,2006,Crime,R,129,Universal Pictures,"$45,000,000","$88,513,495","$97,490,096","$186,003,591",7.6
613,The Lion King ,2011,Drama,G,88,Walt Disney Studios Motion Pictures,"$45,000,000","$94,242,001","$91,300,000","$185,542,001",8.5
614,Pitch Perfect 3 ,2017,Comedy,PG-13,93,Universal Pictures,"$45,000,000","$104,897,530","$80,502,815","$185,400,345",5.8
615,Watchmen ,2009,Action,R,162,Warner Bros.,"$130,000,000","$107,509,799","$77,873,014","$185,382,813",7.6
616,Hop ,2011,Animation,PG,95,Universal Pictures,"$63,000,000","$108,085,305","$75,868,418","$183,953,723",5.4
617,Bad Moms ,2016,Comedy,R,100,STX Entertainment,"$20,000,000","$113,257,297","$70,678,777","$183,936,074",6.2
618,Jupiter Ascending ,2015,Adventure,PG-13,127,Warner Bros.,"$176,000,000","$47,387,723","$136,500,000","$183,887,723",5.3
619,Knowing ,2009,Sci-Fi,PG-13,121,Summit Entertainment,"$50,000,000","$79,957,634","$103,700,864","$183,658,498",6.2
620,102 Dalmatians ,2000,Adventure,,100,Walt Disney Studios Motion Pictures,"$85,000,000","$66,957,026","$116,654,745","$183,611,771",4.8
621,Storks ,2016,Comedy,PG,87,Warner Bros.,"$70,000,000","$72,679,278","$110,709,675","$183,388,953",6.8
622,Paul Blart: Mall Cop ,2009,Comedy,PG,91,Sony Pictures Entertainment (SPE),"$26,000,000","$146,336,178","$37,012,251","$183,348,429",5.3
623,Mirror Mirror ,2012,Comedy,PG,106,Relativity Media,"$85,000,000","$64,935,167","$118,083,355","$183,018,522",5.6
624,The Haunted Mansion ,2003,Mystery,PG,99,Walt Disney Studios Motion Pictures,"$90,000,000","$75,847,266","$106,443,000","$182,290,266",5.2
625,Poseidon ,2006,Adventure,PG-13,98,Warner Bros.,"$160,000,000","$60,674,817","$121,000,000","$181,674,817",5.7
626,Road to Perdition ,2002,Drama,R,117,DreamWorks Distribution,"$80,000,000","$104,454,762","$76,546,716","$181,001,478",7.7
627,Kill Bill: Vol. 1 ,2003,Drama,R,111,Miramax,"$30,000,000","$70,099,045","$110,800,000","$180,899,045",8.2
628,Sweet Home Alabama ,2002,Comedy,PG-13,108,Walt Disney Studios Motion Pictures,"$30,000,000","$127,223,418","$53,399,006","$180,622,424",6.2
629,Daddy's Home 2 ,2017,Comedy,PG-13,100,Paramount Pictures,"$69,000,000","$104,029,443","$76,583,737","$180,613,180",6.0
630,Hacksaw Ridge ,2016,War,R,139,Lionsgate,"$40,000,000","$67,209,615","$113,354,021","$180,563,636",8.1
631,Deja Vu ,2006,Thriller,PG-13,126,Walt Disney Studios Motion Pictures,"$75,000,000","$64,038,616","$116,518,934","$180,557,550",7.1
632,The Post ,2017,Drama,PG-13,116,Twentieth Century Fox,"$50,000,000","$81,903,458","$97,865,999","$179,769,457",7.2
633,The Dictator ,2012,Comedy,R,83,Paramount Pictures,"$65,000,000","$59,650,222","$119,729,311","$179,379,533",6.5
634,The League of Extraordinary Gentlemen ,2003,Sci-Fi,PG-13,110,Twentieth Century Fox,"$78,000,000","$66,465,204","$112,800,000","$179,265,204",5.8
635,Moulin Rouge! ,2001,Romance,PG-13,127,Twentieth Century Fox,"$50,000,000","$57,386,607","$121,826,827","$179,213,434",7.6
636,Daredevil ,2003,Action,PG-13,103,Twentieth Century Fox,"$78,000,000","$102,543,518","$76,636,200","$179,179,718",8.6
637,Abominable ,2019,Animation,PG,97,Universal Pictures,"$75,000,000","$60,716,390","$118,337,566","$179,053,956",7.0
638,The Scorpion King ,2002,Action,PG-13,92,Universal Pictures,"$60,000,000","$91,047,077","$87,752,231","$178,799,308",5.5
639,Eagle Eye ,2008,Mystery,PG-13,118,DreamWorks,"$80,000,000","$101,440,743","$77,326,640","$178,767,383",6.6
640,Along Came Polly ,2004,Romance,PG-13,90,Universal Pictures,"$42,000,000","$88,097,164","$90,214,565","$178,311,729",6.0
641,Flushed Away ,2006,Family,PG,85,DreamWorks,"$149,000,000","$64,665,672","$113,615,882","$178,281,554",6.6
642,Scary Movie 4 ,2006,Comedy,PG-13,83,Dimension Films,"$45,000,000","$90,710,620","$87,552,000","$178,262,620",5.1
643,Brokeback Mountain ,2005,Drama,R,134,Focus Features,"$14,000,000","$83,043,761","$95,018,998","$178,062,759",7.7
644,Baywatch ,2017,Crime,R,116,Paramount Pictures,"$69,000,000","$58,060,186","$119,796,565","$177,856,751",5.5
645,Double Jeopardy ,1999,Thriller,R,105,Paramount Pictures,"$70,000,000","$116,741,558","$61,100,000","$177,841,558",6.5
646,War Horse ,2011,History,PG-13,146,Walt Disney Studios Motion Pictures,"$66,000,000","$79,884,879","$97,700,000","$177,584,879",7.2
647,Paranormal Activity 2 ,2010,Mystery,R,91,Paramount Pictures,"$3,000,000","$84,752,907","$92,759,125","$177,512,032",5.7
648,Alien vs. Predator ,2004,Sci-Fi,PG-13,101,Twentieth Century Fox,"$60,000,000","$80,282,231","$97,144,859","$177,427,090",5.7
649,Hero ,2004,Action,PG-13,120,Miramax,"$31,000,000","$53,710,019","$123,685,538","$177,395,557",7.9
650,The 40-Year-Old Virgin ,2005,Comedy,R,116,Universal Pictures,"$26,000,000","$109,449,237","$67,929,408","$177,378,645",7.1
651,Lee Daniels' The Butler ,2013,Drama,PG-13,132,The Weinstein Company,"$30,000,000","$116,632,095","$60,681,700","$177,313,795",
652,The A-Team ,2010,Adventure,PG-13,117,Twentieth Century Fox,"$110,000,000","$77,222,099","$100,016,697","$177,238,796",6.7
653,The Hitman's Bodyguard ,2017,Crime,R,118,Lionsgate,"$30,000,000","$75,468,583","$101,118,118","$176,586,701",6.9
654,Looper ,2012,Drama,R,113,TriStar Pictures,"$30,000,000","$66,486,205","$110,020,614","$176,506,819",7.4
655,Dr. Dolittle 2 ,2001,Family,PG,87,Twentieth Century Fox,"$70,000,000","$112,952,899","$63,151,445","$176,104,344",4.7
656,The Italian Job ,2003,Action,PG-13,111,Paramount Pictures,"$60,000,000","$106,128,601","$69,941,570","$176,070,171",7.0
657,The Bucket List ,2007,Adventure,PG-13,97,Warner Bros.,"$45,000,000","$93,466,502","$81,906,000","$175,372,502",7.4
658,Cowboys & Aliens ,2011,Western,PG-13,119,Universal Pictures,"$163,000,000","$100,240,551","$74,581,774","$174,822,325",6.0
659,The Mule ,2018,Thriller,R,116,Warner Bros.,"$50,000,000","$103,804,407","$71,000,000","$174,804,407",7.0
660,Evan Almighty ,2007,Family,PG,96,Universal Pictures,"$175,000,000","$100,462,298","$73,978,426","$174,440,724",5.4
661,Identity Thief ,2013,Drama,R,111,Universal Pictures,"$35,000,000","$134,506,920","$39,458,090","$173,965,010",5.7
662,The Nutcracker and the Four Realms ,2018,Fantasy,PG,99,Walt Disney Studios Motion Pictures,"$120,000,000","$54,858,851","$119,102,218","$173,961,069",5.6
663,Big Momma's House ,2000,Action,PG-13,99,Twentieth Century Fox,"$30,000,000","$117,559,438","$56,400,000","$173,959,438",5.2
664,In Time ,2011,Sci-Fi,PG-13,109,Twentieth Century Fox,"$40,000,000","$37,520,095","$136,410,501","$173,930,596",6.7
665,Amélie ,2002,Romance,R,122,Miramax,"$10,000,000","$33,225,499","$140,696,455","$173,921,954",8.3
666,Creed ,2015,Sport,PG-13,133,Warner Bros.,"$35,000,000","$109,767,581","$63,800,000","$173,567,581",7.6
667,Gemini Man ,2019,Thriller,PG-13,117,Paramount Pictures,"$138,000,000","$48,546,770","$124,922,746","$173,469,516",5.7
668,The Girl on the Train ,2016,Mystery,R,112,Universal Pictures,"$45,000,000","$75,395,035","$97,790,824","$173,185,859",6.5
669,Cold Mountain ,2003,Romance,R,154,Miramax,"$79,000,000","$95,636,509","$77,377,000","$173,013,509",7.2
670,Black Hawk Down ,2001,Drama,R,144,Revolution Studios,"$92,000,000","$108,638,745","$64,350,906","$172,989,651",7.7
671,The Grand Budapest Hotel ,2014,Adventure,R,99,Fox Searchlight Pictures,"$25,000,000","$59,301,324","$113,635,617","$172,936,941",8.1
672,The Santa Clause 2 ,2002,Comedy,,104,Walt Disney Studios Motion Pictures,"$65,000,000","$139,236,327","$33,618,738","$172,855,065",5.7
673,Cloverfield ,2008,Sci-Fi,PG-13,85,Paramount Pictures,"$25,000,000","$80,048,433","$92,345,747","$172,394,180",7.0
674,Couples Retreat ,2009,Comedy,PG-13,113,Universal Pictures,"$70,000,000","$109,204,945","$62,639,895","$171,844,840",5.5
675,Blood Diamond ,2006,Thriller,R,143,Warner Bros.,"$100,000,000","$57,377,916","$114,342,482","$171,720,398",8.0
676,Jackass 3D ,2010,Comedy,R,95,Paramount Pictures,"$20,000,000","$117,229,692","$54,456,100","$171,685,792",7.0
677,Spies in Disguise ,2019,Adventure,PG,102,Twentieth Century Fox,"$100,000,000","$66,757,013","$104,859,751","$171,616,764",6.8
678,Anchorman 2: The Legend Continues ,2013,Comedy,PG-13,119,Paramount Pictures,"$50,000,000","$125,168,368","$46,296,308","$171,464,676",6.3
679,Mr. Deeds ,2002,Comedy,PG-13,96,Sony Pictures Entertainment (SPE),"$50,000,000","$126,293,452","$44,976,083","$171,269,535",5.8
680,Superbad ,2007,Comedy,R,113,Sony Pictures Entertainment (SPE),"$20,000,000","$121,463,226","$49,349,300","$170,812,526",7.6
681,The Other Guys ,2010,Comedy,PG-13,107,Sony Pictures Entertainment (SPE),"$100,000,000","$119,219,978","$51,238,944","$170,458,922",6.6
682,Olympus Has Fallen ,2013,Thriller,R,119,FilmDistrict,"$70,000,000","$98,925,640","$71,344,561","$170,270,201",6.5
683,Starsky & Hutch ,2004,Comedy,PG-13,101,Warner Bros.,"$60,000,000","$88,237,754","$82,030,996","$170,268,750",6.1
684,Shall We Dance ,2004,Romance,PG-13,106,Miramax,"$50,000,000","$57,890,460","$112,238,000","$170,128,460",7.5
685,Stuart Little 2 ,2002,Adventure,PG,77,Sony Pictures Entertainment (SPE),"$120,000,000","$64,956,806","$105,000,000","$169,956,806",5.5
686,Zookeeper ,2011,Romance,PG,102,Sony Pictures Entertainment (SPE),"$80,000,000","$80,360,843","$89,491,916","$169,852,759",5.2
687,Dumb and Dumber To ,2014,Comedy,PG-13,109,Universal Pictures,"$40,000,000","$86,208,010","$83,629,000","$169,837,010",5.6
688,Ghost in the Shell ,2017,Action,PG-13,107,Paramount Pictures,"$110,000,000","$40,563,557","$129,238,364","$169,801,921",6.3
689,Seven Pounds ,2008,Drama,PG-13,123,Sony Pictures Entertainment (SPE),"$55,000,000","$69,951,824","$99,797,105","$169,748,929",7.6
690,The Emperor's New Groove ,2000,Comedy,,78,Walt Disney Studios Motion Pictures,"$100,000,000","$89,302,687","$80,025,000","$169,327,687",7.4
691,Dodgeball: A True Underdog Story ,2004,Comedy,PG-13,92,Twentieth Century Fox,"$20,000,000","$114,326,736","$54,096,491","$168,423,227",6.7
692,Hellboy II: The Golden Army ,2008,Action,PG-13,120,Universal Pictures,"$85,000,000","$75,986,503","$92,332,740","$168,319,243",7.0
693,Insidious: The Last Key ,2018,Horror,PG-13,103,Universal Pictures,"$10,000,000","$67,745,330","$100,140,258","$167,885,588",5.7
694,Fantastic Four ,2015,Sci-Fi,PG-13,100,Twentieth Century Fox,"$120,000,000","$56,117,548","$111,765,333","$167,882,881",5.7
695,Unstoppable ,2010,Thriller,PG-13,98,Twentieth Century Fox,"$100,000,000","$81,562,942","$86,242,524","$167,805,466",6.8
696,Magic Mike ,2012,Drama,R,110,Warner Bros.,"$7,000,000","$113,721,571","$54,017,797","$167,739,368",6.1
697,Alexander ,2004,War,R,175,Warner Bros.,"$155,000,000","$34,297,191","$133,001,001","$167,298,192",5.6
698,Up in the Air ,2009,Drama,R,109,Paramount Pictures,"$25,000,000","$83,823,381","$83,019,358","$166,842,739",7.4
699,Nutty Professor II: the Klumps ,2000,Comedy,PG-13,106,Universal Pictures,"$84,000,000","$123,309,890","$43,030,000","$166,339,890",4.5
700,Bridge of Spies ,2015,Drama,PG-13,142,Walt Disney Studios Motion Pictures,"$40,000,000","$72,313,754","$93,164,594","$165,478,348",7.6
701,The Princess Diaries ,2001,Family,G,111,Walt Disney Studios Motion Pictures,"$26,000,000","$108,248,956","$57,086,197","$165,335,153",6.4
702,The Muppets ,2011,Adventure,PG,120,Walt Disney Studios Motion Pictures,"$45,000,000","$88,631,237","$76,553,000","$165,184,237",7.1
703,The Huntsman: Winter's War ,2016,Fantasy,PG-13,114,Universal Pictures,"$115,000,000","$48,390,190","$116,599,148","$164,989,338",6.1
704,Saw III ,2006,Crime,R,108,Lionsgate,"$10,000,000","$80,238,724","$84,635,551","$164,874,275",6.2
705,Bringing Down the House ,2003,Comedy,PG-13,105,Walt Disney Studios Motion Pictures,"$33,000,000","$132,716,677","$32,013,002","$164,729,679",5.6
706,Daddy Day Care ,2003,Comedy,PG,92,Revolution Studios,"$60,000,000","$104,297,061","$60,136,806","$164,433,867",5.6
707,The Spiderwick Chronicles ,2008,Fantasy,PG,96,Paramount Pictures,"$90,000,000","$71,195,053","$92,975,274","$164,170,327",6.5
