,title_without_year,year,main_genre,MPAA-Rating,Runtime,Distributor,Budget_$,Domestic_$,International_$,total_revenue_$
2940,A Star Is Born ,2018,Music,R,136,Warner Bros.,"$36,000,000","$215,288,866","$220,900,000","$436,188,866"
2815,The Greatest Showman ,2017,Musical,PG,105,Twentieth Century Fox,"$84,000,000","$174,340,174","$260,653,009","$434,993,183"
47,Terminator 3: Rise of the Machines ,2003,Action,R,109,Warner Bros.,"$200,000,000","$150,371,112","$283,000,000","$433,371,112"
23,The Mummy Returns ,2001,Fantasy,PG-13,130,Universal Pictures,"$98,000,000","$202,019,785","$230,993,489","$433,013,274"
3115,Pokémon Detective Pikachu ,2019,Comedy,PG,104,Warner Bros.,"$150,000,000","$144,105,346","$288,900,000","$433,005,346"
376,Die Another Day ,2002,Adventure,PG-13,133,Metro-Goldwyn-Mayer (MGM),"$142,000,000","$160,942,139","$271,028,977","$431,971,116"
3114,The Secret Life of Pets 2 ,2019,Adventure,PG,86,Universal Pictures,"$80,000,000","$158,874,395","$271,176,898","$430,051,293"
2959,Rampage ,2018,Action,PG-13,107,Warner Bros.,"$120,000,000","$101,028,233","$327,000,000","$428,028,233"
530,The Matrix Revolutions ,2003,Sci-Fi,R,129,Warner Bros.,"$150,000,000","$139,313,948","$288,029,350","$427,343,298"
197,Bad Boys for Life ,2020,Action,R,124,Sony Pictures Entertainment (SPE),"$90,000,000","$206,305,244","$220,200,000","$426,505,244"
1788,The King's Speech ,2010,Biography,R,118,The Weinstein Company,"$15,000,000","$135,453,143","$288,545,959","$423,999,102"
1357,The Chronicles of Narnia: Prince Caspian ,2008,Adventure,PG,150,Walt Disney Studios Motion Pictures,"$225,000,000","$141,621,490","$278,044,078","$419,665,568"
1355,Sex and the City ,2008,Comedy,R,145,Warner Bros.,"$65,000,000","$152,647,258","$266,118,063","$418,765,321"
1704,The Chronicles of Narnia: The Voyage of the Dawn Treader ,2010,Family,PG,113,Twentieth Century Fox,"$155,000,000","$104,386,950","$311,299,267","$415,686,217"
2611,Jason Bourne ,2016,Thriller,PG-13,123,Universal Pictures,"$120,000,000","$162,434,410","$253,050,504","$415,484,914"
2149,The Wolverine ,2013,Sci-Fi,PG-13,126,Twentieth Century Fox,"$120,000,000","$132,556,852","$282,271,394","$414,828,246"
2462,Kingsman: The Secret Service ,2015,Action,R,129,Twentieth Century Fox,"$81,000,000","$128,261,724","$286,089,822","$414,351,546"
1524,Night at the Museum: Battle of the Smithsonian ,2009,Comedy,PG,105,Twentieth Century Fox,"$150,000,000","$177,243,721","$235,862,449","$413,106,170"
2157,Pacific Rim ,2013,Adventure,PG-13,131,Warner Bros.,"$190,000,000","$101,802,906","$309,200,000","$411,002,906"
2795,Kingsman: The Golden Circle ,2017,Adventure,R,141,Twentieth Century Fox,"$104,000,000","$100,234,838","$310,667,824","$410,902,662"
2800,The Mummy ,2017,Adventure,PG-13,111,Universal Pictures,"$125,000,000","$80,227,895","$329,003,712","$409,231,607"
2644,Ice Age: Collision Course ,2016,Adventure,PG,94,Twentieth Century Fox,"$105,000,000","$64,063,008","$344,516,030","$408,579,038"
32,Signs ,2002,Sci-Fi,PG-13,106,Walt Disney Studios Motion Pictures,"$72,000,000","$227,966,634","$180,281,283","$408,247,917"
44,X2: X-Men United ,2003,Thriller,PG-13,134,Twentieth Century Fox,"$110,000,000","$214,949,694","$192,761,855","$407,711,549"
3130,Alita: Battle Angel ,2019,Thriller,PG-13,122,Twentieth Century Fox,"$170,000,000","$85,838,210","$319,142,333","$404,980,543"
1364,The Mummy: Tomb of the Dragon Emperor ,2008,Adventure,PG-13,112,Universal Pictures,"$145,000,000","$102,491,776","$300,958,054","$403,449,830"
1991,Prometheus ,2012,Adventure,R,124,Twentieth Century Fox,"$130,000,000","$126,477,084","$276,877,385","$403,354,469"
1687,TRON: Legacy ,2010,Action,PG,125,Walt Disney Studios Motion Pictures,"$170,000,000","$172,062,763","$228,000,000","$400,062,763"
1018,Mission: Impossible III ,2006,Thriller,PG-13,126,Paramount Pictures,"$150,000,000","$134,029,801","$264,449,696","$398,479,497"
1986,Snow White and the Huntsman ,2012,Action,PG-13,127,Universal Pictures,"$170,000,000","$155,332,381","$241,260,448","$396,592,829"
2952,Mamma Mia! Here We Go Again ,2018,Comedy,PG-13,114,Universal Pictures,"$75,000,000","$120,634,935","$274,409,771","$395,044,706"
186,Solo: A Star Wars Story ,2018,Action,PG-13,135,Walt Disney Studios Motion Pictures,"$275,000,000","$213,767,512","$179,157,295","$392,924,807"
2202,The Wolf of Wall Street ,2013,Biography,R,180,Paramount Pictures,"$100,000,000","$116,900,694","$275,100,000","$392,000,694"
73,Superman Returns ,2006,Sci-Fi,PG-13,154,Warner Bros.,"$270,000,000","$200,081,192","$191,000,000","$391,081,192"
2623,Independence Day: Resurgence ,2016,Adventure,PG-13,120,Twentieth Century Fox,"$165,000,000","$103,144,286","$286,537,649","$389,681,935"
1189,Live Free or Die Hard ,2007,Thriller,PG-13,128,Twentieth Century Fox,"$110,000,000","$134,529,403","$253,626,608","$388,156,011"
3122,Godzilla: King of the Monsters ,2019,Fantasy,PG-13,132,Warner Bros.,"$170,000,000","$110,500,138","$276,100,000","$386,600,138"
2454,Home ,2015,Family,PG,94,Twentieth Century Fox,"$135,000,000","$177,397,510","$208,644,097","$386,041,607"
105,Star Trek ,2009,Action,PG-13,127,Paramount Pictures,"$150,000,000","$257,730,019","$127,950,427","$385,680,446"
198,1917 ,2019,Thriller,R,119,Universal Pictures,"$95,000,000","$159,227,644","$225,395,935","$384,623,579"
75,Happy Feet ,2006,Musical,PG,108,Warner Bros.,"$100,000,000","$198,000,317","$186,335,291","$384,335,608"
37,Ice Age ,2002,Comedy,PG,81,Twentieth Century Fox,"$59,000,000","$176,387,405","$206,869,731","$383,257,136"
106,Monsters vs. Aliens ,2009,Comedy,PG,94,DreamWorks,"$175,000,000","$198,351,526","$183,158,344","$381,509,870"
1988,Taken 2 ,2012,Crime,PG-13,92,Twentieth Century Fox,"$45,000,000","$139,854,287","$236,287,019","$376,141,306"
2150,G.I. Joe: Retaliation ,2013,Thriller,PG-13,110,Paramount Pictures,"$130,000,000","$122,523,060","$253,217,645","$375,740,705"
2460,Mad Max: Fury Road ,2015,Sci-Fi,R,120,Warner Bros.,"$150,000,000","$153,636,354","$221,100,000","$374,736,354"
56,Shark Tale ,2004,Family,PG,90,DreamWorks Distribution,"$75,000,000","$160,861,908","$213,721,971","$374,583,879"
211,What Women Want ,2000,Comedy,PG-13,127,Paramount Pictures,"$70,000,000","$182,811,707","$191,300,000","$374,111,707"
2325,Penguins of Madagascar ,2014,Sci-Fi,PG,92,Twentieth Century Fox,"$132,000,000","$83,850,911","$289,664,710","$373,515,621"
1523,X-Men Origins: Wolverine ,2009,Action,PG-13,107,Twentieth Century Fox,"$150,000,000","$179,883,157","$193,179,707","$373,062,864"
1212,The Golden Compass ,2007,Adventure,PG-13,113,New Line Cinema,"$180,000,000","$70,107,728","$302,127,136","$372,234,864"
2961,Fifty Shades Freed ,2018,Thriller,R,105,Universal Pictures,"$55,000,000","$100,407,760","$271,577,258","$371,985,018"
65,Batman Begins ,2005,Action,PG-13,140,Warner Bros.,"$150,000,000","$205,343,774","$166,510,009","$371,853,783"
68,Hitch ,2005,Comedy,PG-13,118,Sony Pictures Entertainment (SPE),"$70,000,000","$179,495,555","$192,098,655","$371,594,210"
1533,Terminator Salvation ,2009,Action,PG-13,115,Warner Bros.,"$200,000,000","$125,322,469","$246,030,532","$371,353,001"
127,Captain America: The First Avenger ,2011,Action,PG-13,124,Paramount Pictures,"$140,000,000","$176,654,505","$193,915,269","$370,569,774"
2315,Edge of Tomorrow ,2014,Sci-Fi,PG-13,113,Warner Bros.,"$178,000,000","$100,206,256","$270,335,000","$370,541,256"
2302,Gone Girl ,2014,Mystery,R,149,Twentieth Century Fox,"$61,000,000","$167,767,189","$201,563,174","$369,330,363"
25,Jurassic Park III ,2001,Thriller,PG-13,92,Universal Pictures,"$93,000,000","$181,171,875","$187,608,934","$368,780,809"
3117,Shazam! ,2019,Comedy,PG-13,132,Warner Bros.,"$100,000,000","$140,371,656","$225,600,000","$365,971,656"
2953,The Nun ,2018,Horror,R,96,Warner Bros.,"$22,000,000","$117,450,119","$248,100,000","$365,550,119"
1187,Alvin and the Chipmunks ,2007,Music,PG,92,Twentieth Century Fox,"$60,000,000","$217,326,974","$148,025,572","$365,352,546"
2328,Night at the Museum: Secret of the Tomb ,2014,Adventure,PG,98,Twentieth Century Fox,"$127,000,000","$113,746,621","$249,458,014","$363,204,635"
703,Ocean's Twelve ,2004,Thriller,PG-13,125,Warner Bros.,"$110,000,000","$125,544,280","$237,200,000","$362,744,280"
26,Planet of the Apes ,2001,Adventure,PG-13,119,Twentieth Century Fox,"$100,000,000","$180,011,740","$182,200,000","$362,211,740"
2154,The Hangover Part III ,2013,Comedy,R,100,Warner Bros.,"$103,000,000","$112,200,072","$249,800,000","$362,000,072"
1527,Fast & Furious ,2009,Thriller,PG-13,107,Universal Pictures,"$85,000,000","$155,064,265","$205,300,000","$360,364,265"
1678,The Karate Kid ,2010,Action,PG,140,Sony Pictures Entertainment (SPE),"$40,000,000","$176,591,618","$182,534,404","$359,126,022"
1987,Hotel Transylvania ,2012,Comedy,PG,91,Sony Pictures Entertainment (SPE),"$85,000,000","$148,313,048","$210,062,555","$358,375,603"
380,Minority Report ,2002,Mystery,PG-13,145,Twentieth Century Fox,"$102,000,000","$132,072,926","$226,300,000","$358,372,926"
2619,The Legend of Tarzan ,2016,Adventure,PG-13,110,Warner Bros.,"$180,000,000","$126,643,061","$230,057,296","$356,700,357"
229,American Beauty ,1999,Drama,R,122,DreamWorks Distribution,"$15,000,000","$130,096,601","$226,200,000","$356,296,601"
3119,Dumbo ,2019,Adventure,PG,112,Walt Disney Studios Motion Pictures,"$170,000,000","$114,766,307","$238,518,314","$353,284,621"
2794,Murder on the Orient Express ,2017,Mystery,PG-13,114,Twentieth Century Fox,"$55,000,000","$102,826,543","$249,963,268","$352,789,811"
1829,X-Men: First Class ,2011,Sci-Fi,PG-13,131,Twentieth Century Fox,"$160,000,000","$146,408,305","$206,208,385","$352,616,690"
2622,The Angry Birds Movie ,2016,Action,PG,97,Sony Pictures Entertainment (SPE),"$73,000,000","$107,509,366","$244,824,563","$352,333,929"
405,Catch Me If You Can ,2002,Biography,PG-13,141,DreamWorks Distribution,"$52,000,000","$164,615,351","$187,498,961","$352,114,312"
2151,Now You See Me ,2013,Mystery,PG-13,115,Lionsgate,"$75,000,000","$117,723,989","$234,000,000","$351,723,989"
2954,Peter Rabbit ,2018,Adventure,PG,95,Sony Pictures Entertainment (SPE),"$50,000,000","$115,253,424","$236,013,009","$351,266,433"
2957,Mary Poppins Returns ,2018,Fantasy,PG,130,Walt Disney Studios Motion Pictures,"$130,000,000","$171,958,438","$177,579,056","$349,537,494"
2312,The Maze Runner ,2014,Thriller,PG-13,113,Twentieth Century Fox,"$34,000,000","$102,427,862","$245,891,999","$348,319,861"
2174,The Smurfs 2 ,2013,Animation,PG,105,Sony Pictures Entertainment (SPE),"$105,000,000","$71,017,784","$276,527,576","$347,545,360"
58,National Treasure ,2004,Action,PG,131,Walt Disney Studios Motion Pictures,"$100,000,000","$173,008,894","$174,503,424","$347,512,318"
22,Rush Hour 2 ,2001,Thriller,PG-13,90,New Line Cinema,"$90,000,000","$226,164,286","$121,161,516","$347,325,802"
2615,Trolls ,2016,Musical,PG,92,Twentieth Century Fox,"$125,000,000","$153,707,064","$193,157,398","$346,864,462"
2822,xXx: Return of Xander Cage ,2017,Adventure,PG-13,107,Paramount Pictures,"$85,000,000","$44,898,413","$301,219,864","$346,118,277"
10,How the Grinch Stole Christmas ,2000,Fantasy,PG,104,Universal Pictures,"$123,000,000","$260,044,825","$85,096,578","$345,141,403"
2612,Star Trek Beyond ,2016,Thriller,PG-13,122,Paramount Pictures,"$185,000,000","$158,848,340","$184,623,476","$343,471,816"
1847,Alvin and the Chipmunks: Chipwrecked ,2011,Comedy,G,87,Twentieth Century Fox,"$75,000,000","$133,110,742","$209,584,693","$342,695,435"
1359,Wanted ,2008,Crime,R,110,Universal Pictures,"$75,000,000","$134,508,551","$207,954,512","$342,463,063"
2943,A Quiet Place ,2018,Sci-Fi,PG-13,90,Paramount Pictures,"$17,000,000","$188,024,361","$152,915,000","$340,939,361"
1200,Enchanted ,2007,Family,PG,107,Walt Disney Studios Motion Pictures,"$85,000,000","$127,807,262","$212,680,390","$340,487,652"
2311,300: Rise of an Empire ,2014,Action,R,102,Warner Bros.,"$110,000,000","$106,580,051","$231,000,000","$337,580,051"
1698,Prince of Persia: The Sands of Time ,2010,Action,PG-13,116,Walt Disney Studios Motion Pictures,"$200,000,000","$90,759,676","$245,606,000","$336,365,676"
1395,The Curious Case of Benjamin Button ,2008,Romance,PG-13,166,Paramount Pictures,"$150,000,000","$127,509,326","$208,293,460","$335,802,786"
1997,Journey 2: The Mysterious Island ,2012,Fantasy,PG,94,Warner Bros.,"$79,000,000","$103,860,290","$231,400,000","$335,260,290"
2818,The Great Wall ,2017,Fantasy,PG-13,103,Universal Pictures,"$150,000,000","$45,540,830","$289,393,001","$334,933,831"
856,Fantastic Four ,2005,Action,PG-13,106,Twentieth Century Fox,"$100,000,000","$154,696,080","$178,839,854","$333,535,934"
2297,22 Jump Street ,2014,Comedy,R,112,Sony Pictures Entertainment (SPE),"$50,000,000","$191,719,337","$139,614,539","$331,333,876"
14,Meet the Parents ,2000,Comedy,PG-13,108,Universal Pictures,"$55,000,000","$166,244,045","$164,200,000","$330,444,045"
13,The Perfect Storm ,2000,Action,PG-13,130,Warner Bros.,"$140,000,000","$182,618,434","$146,100,000","$328,718,434"
3112,John Wick: Chapter 3 - Parabellum ,2019,Action,R,130,Lionsgate,"$75,000,000","$171,015,687","$155,694,040","$326,709,727"
1020,The Devil Wears Prada ,2006,Comedy,PG-13,109,Twentieth Century Fox,"$35,000,000","$124,740,460","$201,965,442","$326,705,902"
2471,Taken 3 ,2015,Crime,PG-13,108,Twentieth Century Fox,"$48,000,000","$89,256,424","$237,222,717","$326,479,141"
1531,A Christmas Carol ,2009,Family,PG,96,Walt Disney Studios Motion Pictures,"$200,000,000","$137,855,863","$187,430,783","$325,286,646"
2457,The SpongeBob Movie: Sponge Out of Water ,2015,Fantasy,PG,92,Paramount Pictures,"$74,000,000","$162,994,032","$162,192,000","$325,186,032"
1682,Megamind ,2010,Family,PG,95,DreamWorks,"$130,000,000","$148,415,853","$173,469,912","$321,885,765"
3011,Green Book ,2018,Biography,PG-13,130,Universal Pictures,"$23,000,000","$85,080,171","$236,672,485","$321,752,656"
1690,Robin Hood ,2010,Action,PG-13,140,Universal Pictures,"$200,000,000","$105,269,730","$216,400,011","$321,669,741"
1536,Inglourious Basterds ,2009,Adventure,R,153,The Weinstein Company,"$70,000,000","$120,540,719","$200,914,970","$321,455,689"
2624,The Conjuring 2 ,2016,Thriller,R,134,Warner Bros.,"$40,000,000","$102,470,008","$217,922,810","$320,392,818"
199,Sonic the Hedgehog ,2020,Sci-Fi,PG,99,Paramount Pictures,"$85,000,000","$148,974,665","$170,741,018","$319,715,683"
1683,The Last Airbender ,2010,Adventure,PG,103,Paramount Pictures,"$150,000,000","$131,772,187","$187,941,694","$319,713,881"
2146,The Conjuring ,2013,Mystery,R,112,Warner Bros.,"$20,000,000","$137,400,141","$182,094,497","$319,494,638"
2003,The Expendables 2 ,2012,Action,R,103,Lionsgate,"$100,000,000","$85,028,192","$229,947,763","$314,975,955"
857,Chicken Little ,2005,Family,G,81,Walt Disney Studios Motion Pictures,"$150,000,000","$135,386,665","$179,046,172","$314,432,837"
2472,Maze Runner: The Scorch Trials ,2015,Adventure,PG-13,131,Twentieth Century Fox,"$61,000,000","$81,697,192","$230,598,864","$312,296,056"
2848,Resident Evil: The Final Chapter ,2017,Sci-Fi,R,107,Screen Gems,"$40,000,000","$26,830,068","$285,412,558","$312,242,626"
2778,The Lego Batman Movie ,2017,Family,PG,104,Warner Bros.,"$80,000,000","$175,750,384","$136,200,000","$311,950,384"
1702,Little Fockers ,2010,Romance,PG-13,98,Universal Pictures,"$100,000,000","$148,438,600","$162,211,985","$310,650,585"
1363,Bolt ,2008,Family,PG,96,Walt Disney Studios Motion Pictures,"$150,000,000","$114,053,579","$195,926,415","$309,979,994"
108,The Blind Side ,2009,Sport,PG-13,129,Warner Bros.,"$29,000,000","$255,959,475","$53,248,834","$309,208,309"
2309,The Fault in Our Stars ,2014,Romance,PG-13,126,Twentieth Century Fox,"$12,000,000","$124,872,350","$182,294,484","$307,166,834"
2000,Rise of the Guardians ,2012,Adventure,PG,97,DreamWorks,"$145,000,000","$103,412,758","$203,528,912","$306,941,670"
46,Chicago ,2002,Comedy,PG-13,113,Miramax,"$45,000,000","$170,687,518","$136,089,214","$306,776,732"
2792,Annabelle: Creation ,2017,Mystery,R,109,Warner Bros.,"$15,000,000","$102,092,201","$204,423,683","$306,515,884"
2972,Skyscraper ,2018,Thriller,PG-13,102,Universal Pictures,"$125,000,000","$68,420,120","$236,448,841","$304,868,961"
2178,A Good Day to Die Hard ,2013,Thriller,R,98,Twentieth Century Fox,"$92,000,000","$67,349,198","$237,304,984","$304,654,182"
2654,Passengers ,2016,Romance,PG-13,116,Sony Pictures Entertainment (SPE),"$110,000,000","$100,014,699","$203,129,453","$303,144,152"
2013,Battleship ,2012,Sci-Fi,PG-13,131,Universal Pictures,"$209,000,000","$65,422,625","$237,602,860","$303,025,485"
1528,G.I. Joe: The Rise of Cobra ,2009,Sci-Fi,PG-13,118,Paramount Pictures,"$175,000,000","$150,201,498","$152,267,519","$302,469,017"
2004,Wrath of the Titans ,2012,Fantasy,PG-13,99,Warner Bros.,"$150,000,000","$83,670,083","$218,300,000","$301,970,083"
1191,Fantastic 4: Rise of the Silver Surfer ,2007,Sci-Fi,PG,92,Twentieth Century Fox,"$130,000,000","$131,921,738","$169,991,393","$301,913,131"
1718,Resident Evil: Afterlife ,2010,Sci-Fi,R,96,Screen Gems,"$60,000,000","$60,128,566","$240,099,518","$300,228,084"
697,Van Helsing ,2004,Fantasy,PG-13,131,Universal Pictures,"$160,000,000","$120,177,084","$179,980,554","$300,157,638"
220,Stuart Little ,1999,Family,PG,84,Sony Pictures Entertainment (SPE),"$133,000,000","$140,035,367","$160,100,000","$300,135,367"
2634,Alice Through the Looking Glass ,2016,Fantasy,PG,113,Walt Disney Studios Motion Pictures,"$170,000,000","$77,041,381","$222,415,643","$299,457,024"
98,Horton Hears a Who! ,2008,Animation,,86,Twentieth Century Fox,"$85,000,000","$154,529,439","$144,043,360","$298,572,799"
2950,Ocean's Eight ,2018,Action,PG-13,110,Warner Bros.,"$70,000,000","$140,218,711","$157,500,000","$297,718,711"
2461,The Divergent Series: Insurgent ,2015,Thriller,PG-13,119,Lionsgate,"$110,000,000","$130,179,072","$166,823,455","$297,002,527"
35,Austin Powers in Goldmember ,2002,Action,PG-13,94,New Line Cinema,"$63,000,000","$213,307,889","$83,630,912","$296,938,801"
2630,Miss Peregrine's Home for Peculiar Children ,2016,Thriller,PG-13,127,Twentieth Century Fox,"$110,000,000","$87,242,834","$209,239,612","$296,482,446"
15,X-Men ,2000,Adventure,PG-13,104,Twentieth Century Fox,"$75,000,000","$157,299,718","$139,039,810","$296,339,528"
2811,Ferdinand ,2017,Family,PG,108,Twentieth Century Fox,"$111,000,000","$84,410,380","$211,658,819","$296,069,199"
1684,Shutter Island ,2010,Thriller,R,138,Paramount Pictures,"$80,000,000","$128,012,934","$166,791,261","$294,804,195"
1193,Bee Movie ,2007,Comedy,PG,91,DreamWorks,"$150,000,000","$126,631,277","$166,883,059","$293,514,336"
1686,Salt ,2010,Thriller,PG-13,100,Sony Pictures Entertainment (SPE),"$110,000,000","$118,311,368","$175,191,986","$293,503,354"
1537,G-Force ,2009,Action,PG,88,Walt Disney Studios Motion Pictures,"$150,000,000","$119,436,770","$173,381,071","$292,817,841"
17,What Lies Beneath ,2000,Horror,PG-13,130,DreamWorks Distribution,"$100,000,000","$155,464,351","$135,956,000","$291,420,351"
